area,year,temp_change,co2
United Kingdom,2006,1.238,24281.1772047649
United Kingdom,2005,1.104,25147.506206399
United Kingdom,2004,1.019,26133.0607027417
United Kingdom,2003,1.179,25481.894253248
United Kingdom,2002,0.997,25713.4574982157
United Kingdom,2001,0.617,27504.5774206487
United Kingdom,2000,0.709,29046.5810460173
United Kingdom,1999,1.121,29354.6780165537
United Kingdom,1998,0.847,39255.2488547047
United Kingdom,1997,0.867,39228.8361032313
United Kingdom,1996,-0.156,39088.8145912308
United Kingdom,1995,1.105,39375.0314234218
United Kingdom,1994,0.398,40712.4165016133
United Kingdom,1993,-0.031,40434.659968833
United Kingdom,1992,0.505,44530.6465906768
United Kingdom,1991,0.193,48970.20797471
United Kingdom,1990,1.0,48778.6072992288
United States of America,2014,0.463,403501.457115005
United States of America,2013,0.597,403349.746652267
United States of America,2012,1.437,409285.583751925
United States of America,2011,0.53,416521.779163033
United States of America,2010,0.679,410314.239467985
United States of America,2009,0.386,399500.487260924
United States of America,2008,0.203,396777.08976209
United States of America,2007,1.134,418985.162536219
United States of America,2006,1.013,410066.190856612
United States of America,2005,1.143,397551.720143459
United States of America,2004,0.855,428554.171577754
United States of America,2003,0.986,401775.306209104
United States of America,2002,0.946,400917.901725168
United States of America,2001,0.776,399324.424487961
United States of America,2000,0.991,401400.224007895
United States of America,1999,0.747,401147.407632087
United States of America,1998,1.261,433872.649154321
United States of America,1997,0.385,412317.983332985
United States of America,1996,-0.011,428923.512030529
United States of America,1995,0.626,420585.748575647
United States of America,1994,0.461,402478.930460366
United States of America,1993,0.005,420503.190939675
United States of America,1992,0.395,404052.107073036
United States of America,1991,0.525,396113.656867143
United States of America,1990,0.672,406228.526625645
Australia,2014,1.139,192.535990598746
Australia,2013,1.45,192.001235884439
Australia,2012,0.273,294.882946981773
Australia,2011,0.176,301.304839525102
Australia,2010,0.644,283.315234628066
Australia,2009,0.968,358.551981149097
Australia,2008,0.553,444.516693559401
Australia,2007,0.864,582.676819046088
Australia,2006,0.643,687.059841760489
Australia,2005,1.144,1791.70111972472
Australia,2004,0.671,1713.84870550831
Australia,2003,0.79,1683.98477494731
Australia,2002,0.706,1727.62315282097
Australia,2001,0.32,1801.88197415979
Australia,2000,0.122,1287.06178871158
Austria,2014,2.404,53.028514
Austria,2013,1.098,49.22899
Austria,2012,1.788,50.715244
Austria,2011,1.376,73.51273
Austria,2010,0.664,78.048961
Austria,2009,1.55,36.02206
Austria,2008,1.592,208.1864855
Austria,2007,2.15,230.332465
Austria,2006,0.923,172.3869125
Austria,2005,0.641,163.2852
Austria,2004,0.842,157.57325
Austria,2003,1.469,126.38302
Austria,2002,1.54,101.974977939939
Austria,2001,1.507,116.337427939939
Austria,2000,1.772,87.86564
Austria,1999,0.987,79.1829096859275
Austria,1998,1.348,55.5311426684334
Austria,1997,0.519,117.471744
Austria,1996,-0.195,80.25417
Austria,1995,0.944,83.34963
Austria,1994,1.965,70.956369
Austria,1993,0.533,63.52011
Austria,1992,1.256,510.473091
Austria,1991,0.135,1192.61742216
Austria,1990,1.27,1182.78680316
Bulgaria,2014,1.189,0.03288584829846
Bulgaria,2013,1.438,0.03908750327438
Bulgaria,2012,1.634,0.0464831354475
Bulgaria,2011,0.368,0.05530833855
Bulgaria,2010,1.304,0.063742887
Bulgaria,2009,1.247,0.05586741
Bulgaria,2008,1.141,0.0206622
Canada,2014,0.273,1088.03684332993
Canada,2013,1.186,1617.10472606783
Canada,2012,2.14,1798.64304954706
Canada,2011,1.444,1687.38042043144
Canada,2010,2.917,1859.18101828115
Canada,2009,0.544,2510.72426252695
Canada,2008,0.853,2601.86447951403
Canada,2007,1.332,2534.65909001609
Canada,2006,2.353,2986.03241274414
Canada,2005,1.298,3839.26384509145
Canada,2004,0.51,3522.38338801992
Canada,2003,1.256,3490.08719858864
Canada,2002,0.556,3463.00536534033
Canada,2001,1.432,4048.62755988282
Canada,2000,1.299,4985.56832459483
Canada,1999,1.708,5371.78677818714
Canada,1998,2.476,6477.23123443947
Canada,1997,0.422,6374.9048486145
Canada,1996,-0.122,6502.74608743939
Canada,1995,0.94,6349.22019719877
Canada,1994,0.472,6895.01454213527
Canada,1993,0.351,7455.58343575615
Canada,1992,0.111,7578.68311306545
Canada,1991,0.34,8033.11321531272
Canada,1990,0.086,7557.90185934868
Denmark,2014,2.68,8.6638359711981
Denmark,2013,0.401,10.9029596346254
Denmark,2012,1.147,12.248821396879
Denmark,2011,0.697,15.757724600625
Denmark,2010,-0.189,18.672612787802
Denmark,2009,1.332,19.979916431676
Denmark,2008,1.865,18.444488645718
Denmark,2007,2.144,21.186794217955
Denmark,2006,1.354,21.150361908937
Denmark,2005,1.287,18.767038231956
Denmark,2004,1.037,20.534267704379
Denmark,2003,0.708,24.592389402758
Denmark,2002,1.651,28.013003919633
Denmark,2001,1.045,27.911832355344
Denmark,2000,1.721,22.567448283225
Denmark,1999,1.335,15.74457587025
Denmark,1998,0.872,11.4748565225
Denmark,1997,0.654,5.195285025
Denmark,1996,-0.749,2.09337225
Denmark,1995,1.308,0.6335525
Denmark,1994,0.968,0.066225
European Union,2014,2.057,3486.24942842743
European Union,2013,0.901,3939.09056290682
European Union,2012,1.315,3680.62834322903
European Union,2011,1.143,4225.76748236981
European Union,2010,0.488,3857.82259272209
European Union,2009,1.326,3332.04392983159
European Union,2008,1.388,5119.1397055615
European Union,2007,1.683,5968.64361192412
European Union,2006,1.126,6435.83425480503
European Union,2005,1.03,7225.36575668559
European Union,2004,0.92,8610.46492401239
European Union,2003,1.061,10162.3007913942
European Union,2002,1.203,12287.149548082
European Union,2001,1.315,10572.4666747186
European Union,2000,1.399,11800.2915091444
European Union,1999,1.074,13770.4398105343
European Union,1998,0.87,14155.1426610183
European Union,1997,0.719,14975.2874783921
European Union,1996,-0.092,16147.6368474015
European Union,1995,1.116,16805.5400569795
European Union,1994,1.104,17217.9420896803
European Union,1993,0.254,17891.0518691425
European Union,1992,0.79,18844.4240419628
European Union,1991,0.36,23023.0803797629
European Union,1990,1.36,25369.6620194011
Finland,2014,2.602,10.303868640737
Finland,2013,1.427,6.66307129273
Finland,2012,1.548,5.65778724924
Finland,2011,1.355,2.29971034165
Finland,2010,0.246,1.060941
Finland,2009,1.699,11.58387444778
Finland,2008,2.142,13.93489389192
Finland,2007,1.955,10.20663632902
Finland,2006,1.216,19.2075921
Finland,2005,2.212,15.9741532
Finland,2004,1.242,14.3909954
Finland,2003,0.729,18.32408905674
Finland,2002,1.188,16.50458664744
Finland,2001,1.381,22.6845372266
Finland,2000,2.04,13.226121095
Finland,1999,1.169,35.6934882
Finland,1998,0.083,0.633393
Finland,1997,0.8,0.550777
Finland,1996,0.152,0.478937
Finland,1995,1.716,0.416466
Finland,1994,0.158,0.362145
Finland,1993,0.946,0.314908
Finland,1992,1.177,0.273833
Finland,1991,1.15,0.238116
Finland,1990,1.265,0.207057
France,2014,2.027,591.712394537396
France,2013,0.695,657.612215269055
France,2012,1.2,778.267427958322
France,2011,1.514,761.96022581171
France,2010,0.379,605.292221904073
France,2009,1.199,546.73406304374
France,2008,0.982,765.668792524516
France,2007,1.403,1167.35230993816
France,2006,1.31,1450.31796981777
France,2005,1.025,1748.24988724352
France,2004,0.978,2626.77729803323
France,2003,1.807,3838.7786681438
France,2002,1.055,4162.08521901902
France,2001,1.394,2640.88983896737
France,2000,1.174,2985.4105642297
France,1999,1.19,4206.32349490227
France,1998,0.924,3410.29367790934
France,1997,1.211,2918.65581274502
France,1996,0.157,2810.7015068861
France,1995,1.294,3069.28484995456
France,1994,1.518,4313.40745706277
France,1993,0.295,4831.98538603529
France,1992,0.621,4906.23797974481
France,1991,0.224,4810.46547146533
France,1990,1.563,5190.38858384413
Germany,2014,2.516,234.23012791
Germany,2013,0.58,258.2424803299
Germany,2012,1.347,242.1952982868
Germany,2011,1.119,278.5131586336
Germany,2010,0.192,345.37465459
Germany,2009,1.278,405.8981948932
Germany,2008,1.539,565.999678438
Germany,2007,2.086,587.3371341023
Germany,2006,1.253,668.4684378916
Germany,2005,1.022,836.7689433718
Germany,2004,0.997,977.4001705905
Germany,2003,1.253,1015.5303278961
Germany,2002,1.486,945.647647991
Germany,2001,1.289,869.6013591746
Germany,2000,1.761,956.3249366953
Germany,1999,1.366,1484.7690261203
Germany,1998,1.152,1781.790641552
Germany,1997,0.559,1653.4839981524
Germany,1996,-0.699,2041.1871893157
Germany,1995,1.306,2085.7208519202
Germany,1994,1.624,1918.7755989799
Germany,1993,0.311,2256.3898262972
Germany,1992,1.23,2407.11875
Germany,1991,0.287,2654.6235
Germany,1990,1.571,3060.2315
Greece,2014,1.116,134.633696322023
Greece,2013,1.394,172.562015967165
Greece,2012,1.299,147.771191593888
Greece,2011,0.445,110.526125998605
Greece,2010,1.629,129.438348346555
Greece,2009,0.82,91.3453978446758
Greece,2008,0.934,118.952206345371
Greece,2007,1.146,103.042673492972
Greece,2006,0.34,87.2101002
Greece,2005,0.308,91.511358864
Greece,2004,0.414,87.855325596
Greece,2003,0.47,89.276316768
Greece,2002,0.523,88.287043956
Greece,2001,1.395,84.10325592
Greece,2000,0.75,122.260247232
Greece,1999,0.868,105.30855576
Greece,1998,0.693,155.47853778
Greece,1997,-0.129,125.63728338
Greece,1996,-0.094,53.729172
Greece,1995,0.022,62.8524918
Greece,1994,1.12,70.308966
Greece,1993,-0.275,112.9376556
Greece,1992,-0.487,187.741785
Greece,1991,-0.157,191.1907368
Greece,1990,0.41,190.2597858
Hungary,2014,2.236,1.96115768125132
Hungary,2013,1.177,1.69134045297462
Hungary,2012,1.749,1.72305427467814
Hungary,2011,0.913,2.15827518269987
Hungary,2010,0.828,1.52109411054007
Hungary,2009,1.633,3.69890288580613
Hungary,2008,1.516,4.79870808868294
Hungary,2007,2.165,4.54037826540194
Hungary,2006,0.724,3.17983523297692
Hungary,2005,0.258,280.51847978122
Hungary,2004,0.573,269.426370033108
Hungary,2003,0.733,254.412840496853
Hungary,2002,1.443,271.90618149322
Hungary,2001,1.413,266.845373482288
Hungary,2000,1.756,283.114349327952
Hungary,1999,0.621,287.030881250729
Hungary,1998,1.104,263.733628988859
Hungary,1997,-0.123,212.280471028897
Hungary,1996,-0.319,212.8050371876
Hungary,1995,0.648,222.719179440243
Hungary,1994,1.76,212.187218997811
Hungary,1993,0.086,194.585003513472
Hungary,1992,0.924,180.03805736488
Hungary,1991,-0.033,323.59787259829
Hungary,1990,1.095,375.722486894352
Iceland,2014,1.618,99.0329495237754
Iceland,2013,0.697,88.1645538991686
Iceland,2012,0.707,93.9998354889332
Iceland,2011,0.982,74.5201696791007
Iceland,2010,1.172,171.665383798272
Iceland,2009,0.917,180.050603425226
Iceland,2008,0.757,411.382652201443
Iceland,2007,1.103,331.386346929023
Iceland,2006,1.038,392.787977495711
Iceland,2005,0.458,30.7605519721848
Iceland,2004,1.237,45.4764422364567
Iceland,2003,1.787,70.4734568833258
Iceland,2002,0.761,85.5105213233986
Iceland,2001,0.556,108.050497198888
Iceland,2000,0.183,149.893851386049
Iceland,1999,0.386,204.172738340799
Iceland,1998,0.129,212.332325585756
Iceland,1997,0.319,97.0800910723957
Iceland,1996,0.473,29.6441215579461
Iceland,1995,-0.449,69.3625828823928
Iceland,1994,-0.213,52.5334804461967
Iceland,1993,0.107,88.2399125902694
Iceland,1992,0.115,183.03511320119
Iceland,1991,0.659,410.608373661486
Iceland,1990,0.055,494.641568393072
Ireland,2014,1.363,9.0040101010101
Ireland,2013,0.628,8.32435555555557
Ireland,2012,0.706,9.55905777777773
Ireland,2011,0.547,15.8758
Ireland,2010,-0.115,46.5838
Ireland,2009,0.796,83.63275
Ireland,2008,0.83,136.13626
Ireland,2007,1.34,168.1002
Ireland,2006,1.151,190.95674
Ireland,2005,1.164,216.38503
Ireland,2004,0.886,234.81346
Ireland,2003,1.014,285.9505728
Ireland,2002,0.822,267.89489
Ireland,2001,0.54,379.51399
Ireland,2000,0.561,397.75633
Ireland,1999,1.066,254.822381
Ireland,1998,0.922,79.217
Ireland,1997,0.961,169.01224
Ireland,1996,-0.021,133.28886
Ireland,1995,1.184,97.60724
Ireland,1994,0.268,58.612252
Ireland,1993,0.047,39.114758
Ireland,1992,0.428,19.617264
Ireland,1991,0.181,9.868517
Ireland,1990,0.803,0.11977
Italy,2014,1.661,1564.34433333333
Italy,2013,1.015,1705.41366666667
Italy,2012,1.552,1499.20563616302
Italy,2011,1.256,1661.28020541475
Italy,2010,0.774,1520.38620529573
Italy,2009,1.248,1215.36019192858
Italy,2008,1.135,1712.38597586177
Italy,2007,1.557,1886.20360283508
Italy,2006,0.854,1935.14258994304
Italy,2005,0.568,1939.94659237002
Italy,2004,0.752,1950.88149161402
Italy,2003,1.522,1882.18207504574
Italy,2002,0.915,1491.22662124371
Italy,2001,1.519,1502.52918164629
Italy,2000,1.216,1388.28830862196
Italy,1999,0.89,1265.45850136669
Italy,1998,0.934,1259.28705906902
Italy,1997,0.916,1211.45546276734
Italy,1996,0.221,1180.36205065767
Italy,1995,0.403,1450.33078158548
Italy,1994,1.492,1422.69866414441
Italy,1993,0.499,1672.06121799773
Italy,1992,0.522,1818.77438824307
Italy,1991,0.012,2509.91163125455
Italy,1990,1.121,2906.85506987091
Japan,2014,0.532,3361.42530745359
Japan,2013,0.598,3280.05930726813
Japan,2012,0.371,3436.3283067772
Japan,2011,0.582,3755.44649236449
Japan,2010,0.909,4249.54370366427
Japan,2009,0.792,4046.87214502824
Japan,2008,0.658,5743.40477878789
Japan,2007,0.99,7916.84958572168
Japan,2006,0.378,8998.77574592745
Japan,2005,0.726,8623.35165884274
Japan,2004,1.108,9216.6404835836
Japan,2003,0.31,8854.20562687879
Japan,2002,0.618,9199.43971030484
Japan,2001,0.405,9878.46843426277
Japan,2000,0.625,11873.1098813579
Japan,1999,0.943,13118.0647074888
Japan,1998,1.193,16568.476128946
Japan,1997,0.446,19984.2828830977
Japan,1996,-0.133,18258.1770431605
Japan,1995,0.345,17609.9185991771
Japan,1994,0.964,13443.4618370949
Japan,1993,0.008,10942.7970238935
Japan,1992,0.327,7617.29310769735
Japan,1991,0.718,7506.92208816063
Japan,1990,1.125,6539.29933306031
Liechtenstein,2014,2.217,0.04177826028221
Liechtenstein,2013,0.936,0.06017135998668
Liechtenstein,2012,1.628,0.05513597313341
Liechtenstein,2011,1.664,0.06064807197405
Liechtenstein,2010,0.498,0.06870253589559
Liechtenstein,2009,1.418,0.07327475002379
Liechtenstein,2008,1.405,0.08249450531183
Liechtenstein,2007,1.95,0.08306930443765
Liechtenstein,2006,0.974,0.07697196154948
Liechtenstein,2005,0.679,0.06563217816356
Liechtenstein,2004,0.916,0.04806392686646
Liechtenstein,2003,1.679,0.03841039463912
Liechtenstein,2002,1.398,0.01932257649335
Liechtenstein,2001,1.447,0.015637904427
Liechtenstein,2000,1.466,0.01200025331373
Liechtenstein,1999,0.982,0.00722320339987
Liechtenstein,1998,1.214,0.00415612076632
Liechtenstein,1997,0.959,0.00212843905001
Liechtenstein,1996,-0.011,0.002152050372
Liechtenstein,1995,0.914,0.00197672308502
Liechtenstein,1994,1.935,0.00149419777664
Liechtenstein,1993,0.65,0.00079066811984
Liechtenstein,1992,1.106,0.00035744763733
Liechtenstein,1991,0.203,0.00011556618428
Malta,2014,1.571,0.00000110375
Malta,2013,1.371,0.00000110375
Malta,2012,1.478,0.00000110375
Malta,2011,1.026,0.00000110375
Malta,2010,1.344,0.00000110375
Malta,2009,1.109,0.00000110375
Malta,2008,1.273,0.00000110375
Malta,2007,1.355,0.00000110375
Monaco,2009,1.459,0.0198675
Monaco,2008,1.089,0.02002644
Monaco,2007,1.642,0.0807945
Monaco,2006,1.188,0.09001302
Monaco,2005,0.834,0.07989384
Monaco,2004,0.908,0.0484767
Monaco,2003,1.695,0.03994692
Monaco,2002,0.951,0.0723177
Monaco,2001,1.406,0.0895362
Netherlands,2014,2.558,93.2102710356553
Netherlands,2013,0.421,143.7572144
Netherlands,2012,1.141,188.4483074
Netherlands,2011,1.062,275.195390799999
Netherlands,2010,0.091,313.772231400001
Netherlands,2009,1.215,308.3828986
Netherlands,2008,1.421,328.267817400001
Netherlands,2007,2.061,426.889116
Netherlands,2006,1.498,351.240524
Netherlands,2005,1.245,365.9850305
Netherlands,2004,1.157,370.479202250001
Netherlands,2003,1.201,764.435132750001
Netherlands,2002,1.527,2613.010215
Netherlands,2001,1.27,1791.81653925
Netherlands,2000,1.594,1902.81320479131
Netherlands,1999,1.574,1766.13545564348
Netherlands,1998,1.07,2174.66459768261
Netherlands,1997,0.614,2764.9365056
Netherlands,1996,-0.776,2535.61198934696
Netherlands,1995,1.544,2279.92269264522
Netherlands,1994,1.367,2340.78523021625
Netherlands,1993,0.25,2432.35110828056
Netherlands,1992,1.183,2402.65768842065
Netherlands,1991,0.263,2639.58526434912
Netherlands,1990,1.563,2662.85032187436
New Zealand,2014,0.535,73.41003868
New Zealand,2013,0.995,48.125514
New Zealand,2012,0.121,47.4620957
New Zealand,2011,0.666,35.15221655
New Zealand,2010,0.595,47.38709
New Zealand,2009,0.058,54.8381
New Zealand,2008,0.564,45.1231
New Zealand,2007,0.26,53.156
New Zealand,2006,0.395,101.831
New Zealand,2005,0.452,69.3798
New Zealand,2004,0.05,102.868
New Zealand,2003,0.254,123.281
New Zealand,2002,0.442,79.2306
New Zealand,2001,0.598,70.6103
New Zealand,2000,0.294,67.6097
New Zealand,1999,1.037,68.6666
New Zealand,1998,1.004,116.9459
New Zealand,1997,-0.107,220.673
New Zealand,1996,0.268,261.321
New Zealand,1995,0.132,149.745
New Zealand,1994,-0.064,186.178
New Zealand,1993,-0.372,210.157
New Zealand,1992,-0.702,461.879
New Zealand,1991,0.0,903.7544
New Zealand,1990,0.606,909.9257
Norway,2014,2.413,178.92042882037
Norway,2013,0.797,181.040211201696
Norway,2012,1.067,200.505086561586
Norway,2011,1.421,262.639297800028
Norway,2010,-0.328,238.391464780525
Norway,2009,1.405,438.34656
Norway,2008,1.633,895.99086
Norway,2007,1.703,951.1920322
Norway,2006,1.519,859.0759406652
Norway,2005,1.78,955.318448085
Norway,2004,1.315,1016.7452932492
Norway,2003,1.117,1051.105891057
Norway,2002,1.398,1658.7853768
Norway,2001,0.625,1531.264149584
Norway,2000,1.44,1518.450245635
Norway,1999,1.271,1599.966364366
Norway,1998,0.393,1711.979624376
Norway,1997,0.772,1882.703297942
Norway,1996,-0.052,2107.619633779
Norway,1995,0.949,2314.048486791
Norway,1994,0.073,2342.530199614
Norway,1993,0.702,2648.270618204
Norway,1992,1.124,2637.223975075
Norway,1991,0.98,3456.70143366
Norway,1990,1.524,3894.79917533
Poland,2014,2.354,13.9032686277114
Poland,2013,0.647,14.6350196081173
Poland,2012,1.38,15.4052837980182
Poland,2011,0.767,16.2160882084402
Poland,2010,0.403,17.0695665352001
Poland,2009,1.276,17.9679647738949
Poland,2008,1.756,163.116352230416
Poland,2007,2.151,184.629756972543
Poland,2006,0.84,193.577431658992
Poland,2005,0.885,187.40703342315
Poland,2004,0.783,205.074401899632
Poland,2003,0.365,201.07835346277
Poland,2002,1.697,207.330298487126
Poland,2001,1.285,197.343443881186
Poland,2000,1.885,176.680275567038
Poland,1999,1.202,168.71333572425
Poland,1998,0.947,174.858115175
Poland,1997,0.012,173.36104808
Poland,1996,-0.785,161.07418588
Poland,1995,1.112,171.96936336
Poland,1994,1.373,152.77833783
Poland,1993,0.071,144.85690954
Poland,1992,1.149,134.63033636
Poland,1991,0.414,141.31124491
Poland,1990,1.712,141.86978738
Portugal,2014,1.399,12.5911313975795
Portugal,2013,0.952,11.3598963550223
Portugal,2012,0.798,10.1811757985441
Portugal,2011,1.609,9.04547711995939
Portugal,2010,1.119,7.92893031072497
Portugal,2009,1.408,6.60929605287522
Portugal,2008,0.627,5.58138019676803
Portugal,2007,0.746,4.74393882996915
Portugal,2006,1.533,3.99084144838352
Portugal,2005,0.972,3.30261489449065
Portugal,2004,1.004,2.80065559812867
Portugal,2003,1.444,2.34132832272752
Portugal,2002,0.665,1.9147436298886
Portugal,2001,1.151,1.51058739038107
Portugal,2000,0.649,1.13172870163868
Portugal,1999,0.62,0.7741633650422
Portugal,1998,1.22,0.42846195539546
Portugal,1997,1.613,0.09498017527939
Romania,2014,1.518,6.3449
Romania,2013,1.333,6.149
Romania,2012,1.785,7.4276
Romania,2011,0.455,12.7156
Romania,2010,1.122,9.132186
Romania,2009,1.571,8.156904
Romania,2008,1.298,17.8684562914585
Romania,2007,2.088,28.181725719833
Romania,2006,0.499,64.0590924206546
Romania,2005,0.279,95.2794377170412
Romania,2004,0.538,153.859737429482
Romania,2003,0.127,304.53930993522
Romania,2002,1.202,832.99093815
Romania,2001,1.52,1211.66060652
Romania,2000,1.328,1499.32262655
Romania,1999,0.612,1860.485501847
Romania,1998,0.786,2034.5256078
Romania,1997,-0.423,2072.868586236
Romania,1996,-0.424,2052.54651
Romania,1995,0.407,2057.9622
Romania,1994,1.724,1730.0934
Romania,1993,-0.42,1635.465195
Romania,1992,0.361,1568.983941
Romania,1991,0.034,2253.556431
Romania,1990,1.099,2455.166469
Spain,2014,1.558,66.1053475030698
Spain,2013,0.863,70.7469381654077
Spain,2012,0.996,57.9111850911082
Spain,2011,1.559,93.329631885415
Spain,2010,0.86,108.255551002378
Spain,2009,1.316,123.124216218189
Spain,2008,0.828,182.19318923377
Spain,2007,0.794,188.294766981584
Spain,2006,1.485,198.651524395573
Spain,2005,0.857,212.887732030637
Spain,2004,0.961,261.641673060976
Spain,2003,1.562,270.260190362704
Spain,2002,0.778,282.226476793331
Spain,2001,1.381,274.555613383334
Spain,2000,0.785,496.123563901344
Spain,1999,0.792,856.922117389364
Spain,1998,1.163,943.532081478793
Spain,1997,1.505,1025.73763014269
Spain,1996,0.693,1002.13250198472
Spain,1995,1.418,1055.36808692271
Spain,1994,1.023,1038.45334742342
Spain,1993,-0.073,1065.87726971838
Spain,1992,0.289,1026.32265372844
Spain,1991,0.205,1087.13261596137
Spain,1990,1.442,1164.3758772363
Sweden,2014,2.704,81.6979387675999
Sweden,2013,0.86,51.0005383755999
Sweden,2012,1.318,78.2846200675999
Sweden,2011,1.277,212.95393383792
Sweden,2010,-0.281,184.8178234801
Sweden,2009,1.435,46.2349165835999
Sweden,2008,1.962,269.000242982076
Sweden,2007,1.935,294.243855341539
Sweden,2006,1.491,286.761447181277
Sweden,2005,1.827,295.474216211672
Sweden,2004,1.202,292.296213586891
Sweden,2003,0.92,297.779831016006
Sweden,2002,1.57,301.112250057419
Sweden,2001,1.074,271.453693526235
Sweden,2000,1.726,277.064877219051
Sweden,1999,1.367,335.767287048713
Sweden,1998,0.567,313.834950988287
Sweden,1997,0.989,322.873370033352
Sweden,1996,-0.157,349.408722249713
Sweden,1995,1.265,395.545816643456
Sweden,1994,0.197,358.449220436185
Sweden,1993,0.81,334.543352370047
Sweden,1992,1.375,290.176997497643
Sweden,1991,1.026,437.694509410139
Sweden,1990,1.695,433.718725744509
Switzerland,2014,2.15,43.8836143149488
Switzerland,2013,0.782,51.9630186325661
Switzerland,2012,1.513,71.3265890284325
Switzerland,2011,1.667,67.7760712403523
Switzerland,2010,0.461,64.5675135867697
Switzerland,2009,1.377,62.9883338035823
Switzerland,2008,1.206,57.9142050014631
Switzerland,2007,1.816,49.1136965812166
Switzerland,2006,1.1,51.5276704422458
Switzerland,2005,0.814,44.1881814801974
Switzerland,2004,0.98,65.3050182290794
Switzerland,2003,1.85,61.6701033006411
Switzerland,2002,1.264,32.8723591657737
Switzerland,2001,1.45,27.8151901052747
Switzerland,2000,1.421,49.9021989062867
Switzerland,1999,0.98,25.5813034669158
Switzerland,1998,1.106,23.8314274213774
Switzerland,1997,1.06,21.0263108966828
Switzerland,1996,0.023,20.4190624823769
Switzerland,1995,0.99,17.4923714013607
Switzerland,1994,1.845,20.8707381009277
Switzerland,1993,0.553,34.6984322741519
Switzerland,1992,0.963,80.6087631576695
Switzerland,1991,0.324,98.5055355287111
Switzerland,1990,1.418,116.515249727925
Turkey,2006,0.882,450.058435364841
Turkey,2005,0.433,559.966186495831
Turkey,2004,0.585,600.776707098539
Turkey,2003,0.291,595.330558853492
Turkey,2002,0.786,595.920875725833
Turkey,2001,1.508,592.202013750805
Turkey,2000,0.513,591.382349224058
Turkey,1999,1.228,591.067455416119
Turkey,1998,1.001,593.870450437595
Turkey,1997,-0.005,593.325999624901
Turkey,1996,0.274,597.281645417058
Turkey,1995,0.142,592.881683599463
Turkey,1994,1.202,693.652260782218
Turkey,1993,-0.819,786.58490637057
Turkey,1992,-1.251,781.918198558921
Turkey,1991,0.221,854.541438882409
Turkey,1990,-0.071,692.7671315344
United Kingdom,2014,1.722,278.314968972197
United Kingdom,2013,0.364,318.738604614944
United Kingdom,2012,0.566,255.055214868975
United Kingdom,2011,0.834,416.941929671861
United Kingdom,2010,-0.068,287.70808802358
United Kingdom,2009,0.941,197.332747918391
United Kingdom,2008,0.828,266.24555421838
United Kingdom,2007,1.321,287.838829482165
United Kingdom,2006,1.238,387.669514204969
United Kingdom,2005,1.104,385.150147481808
United Kingdom,2004,1.019,433.853843628806
United Kingdom,2003,1.179,356.611474362161
United Kingdom,2002,0.997,408.229423823578
United Kingdom,2001,0.617,485.58737079958
United Kingdom,2000,0.709,596.78918510676
United Kingdom,1999,1.121,473.959788244985
United Kingdom,1998,0.847,493.732145401098
United Kingdom,1997,0.867,503.116156688679
United Kingdom,1996,-0.156,596.359314855791
United Kingdom,1995,1.105,596.937234699727
United Kingdom,1994,0.398,611.395678830763
United Kingdom,1993,-0.031,602.731066195156
United Kingdom,1992,0.505,690.352817304344
United Kingdom,1991,0.193,1385.14365827244
United Kingdom,1990,1.0,1651.52685869244
United States of America,2014,0.463,5582.94172965271
United States of America,2013,0.597,5858.17456444377
United States of America,2012,1.437,6054.95249435678
United States of America,2011,0.53,7026.6266586082
United States of America,2010,0.679,4536.22406636376
United States of America,2009,0.386,3926.58161697086
United States of America,2008,0.203,6126.22507487454
United States of America,2007,1.134,7774.82315164493
United States of America,2006,1.013,6343.25591565799
United States of America,2005,1.143,6677.50405104906
United States of America,2004,0.855,6818.15824368417
United States of America,2003,0.986,8170.36093589273
United States of America,2002,0.946,10244.0833514789
United States of America,2001,0.776,8245.92437665073
United States of America,2000,0.991,15918.7768438676
United States of America,1999,0.747,16910.1301651931
United States of America,1998,1.261,16978.5996658365
United States of America,1997,0.385,18267.2447648966
United States of America,1996,-0.011,19867.5405430964
United States of America,1995,0.626,18640.4734538857
United States of America,1994,0.461,17965.0039644348
United States of America,1993,0.005,19484.6177912648
United States of America,1992,0.395,19481.0870438844
United States of America,1991,0.525,20912.4578409363
United States of America,1990,0.672,24255.6715428449
Australia,2014,1.139,129.605353985928
Australia,2013,1.45,128.94460365186
Australia,2012,0.273,127.552168127148
Australia,2011,0.176,125.001944761548
Australia,2010,0.644,121.031653711284
Australia,2009,0.968,119.451096104772
Australia,2008,0.553,151.109712677652
Australia,2007,0.864,162.21841079664
Australia,2006,0.643,172.51388695254
Australia,2005,1.144,182.064018996168
Australia,2004,0.671,207.75946142286
Australia,2003,0.79,206.28774561822
Australia,2002,0.706,202.483414806024
Australia,2001,0.32,196.53435962778
Australia,2000,0.122,190.65193539366
Australia,1999,0.542,196.067201001804
Australia,1998,1.022,223.318513462452
Australia,1997,0.317,248.476247527092
Australia,1996,0.522,269.652210274296
Australia,1995,0.347,302.30798300106
Australia,1994,0.166,282.640896062112
Australia,1993,0.415,264.759156257172
Australia,1992,0.215,246.858848754444
Australia,1991,0.778,228.944833597368
Australia,1990,0.495,211.018511442384
Austria,2014,2.404,312.959664632664
Austria,2013,1.098,304.869004501608
Austria,2012,1.788,311.879243598348
Austria,2011,1.376,307.348685361924
