area,year,temp_change,co2
Australia,2014,1.139,393126.946994288
Australia,2013,1.45,396913.93653029
Australia,2012,0.273,406462.8477036
Australia,2011,0.176,403705.528313991
Australia,2010,0.644,406200.993184341
Australia,2009,0.968,408448.47899963
Australia,2008,0.553,404237.828214077
Australia,2007,0.864,398816.453543549
Australia,2006,0.643,391134.100909449
Australia,2005,1.144,385581.132806466
Australia,2004,0.671,381519.261592783
Australia,2003,0.79,368345.977425107
Australia,2002,0.706,361861.387896028
Australia,2001,0.32,357653.329899303
Australia,2000,0.122,349885.433108928
Australia,1999,0.542,343713.906947774
Australia,1998,1.022,334328.142646602
Australia,1997,0.317,320439.116819391
Australia,1996,0.522,311914.819824229
Australia,1995,0.347,305162.543548735
Australia,1994,0.166,293830.709141192
Australia,1993,0.415,289142.267681326
Australia,1992,0.215,284766.092717838
Australia,1991,0.778,279741.639011863
Australia,1990,0.495,278265.898940768
Austria,2014,2.404,64262.5639931315
Austria,2013,1.098,67957.1211123863
Austria,2012,1.788,67698.6586349119
Austria,2011,1.376,70327.1670444138
Austria,2010,0.664,72531.826129136
Austria,2009,1.55,67682.7251493548
Austria,2008,1.592,74066.2557920763
Austria,2007,2.15,74268.1107226333
Austria,2006,0.923,76934.9515340371
Austria,2005,0.641,79588.5018807541
Austria,2004,0.842,78388.9974250799
Austria,2003,1.469,78023.9538963192
Austria,2002,1.54,72126.5914446168
Austria,2001,1.507,70299.4711482287
Austria,2000,1.772,66274.7432545115
Austria,1999,0.987,65660.1336422327
Austria,1998,1.348,67047.2506680177
Austria,1997,0.519,67455.8927304212
Austria,1996,-0.195,67667.2626980903
Austria,1995,0.944,64202.1592201769
Austria,1994,1.965,61189.1025048542
Austria,1993,0.533,60790.7577213156
Austria,1992,1.256,60432.2493410185
Austria,1991,0.135,65903.513308256
Austria,1990,1.27,62297.1655681668
Australia,1997,0.317,705.228318135053
Bulgaria,2014,1.189,45139.955286201
Bulgaria,2013,1.438,42534.9272034699
Bulgaria,2012,1.634,48117.5560830313
Bulgaria,2011,0.368,53020.9811161954
Bulgaria,2010,1.304,47678.6489573594
Bulgaria,2009,1.247,45487.8735503956
Bulgaria,2008,1.141,53655.1401671903
Bulgaria,2007,1.834,55184.4241047849
Bulgaria,2006,0.52,51446.2829381283
Bulgaria,2005,0.167,50191.1160644292
Bulgaria,2004,0.489,49170.3376894348
Bulgaria,2003,0.156,49971.1515762142
Bulgaria,2002,0.833,45786.2947197982
Bulgaria,2001,1.63,48568.9178318705
Bulgaria,2000,1.179,44896.670545605
Bulgaria,1999,0.692,45751.789097251
Bulgaria,1998,0.779,52143.3567693638
Bulgaria,1997,-0.335,54790.1341566389
Bulgaria,1996,-0.353,57581.194759982
Bulgaria,1995,0.227,57221.6062924032
Bulgaria,1994,1.593,55649.0813153431
Bulgaria,1993,-0.312,57203.9355176784
Bulgaria,1992,0.146,56551.5935722778
Bulgaria,1991,-0.154,59769.3415026104
Bulgaria,1990,0.793,78197.8812570199
Canada,2014,0.273,574099.775511611
Canada,2013,1.186,573094.038846396
Canada,2012,2.14,563423.613154917
Canada,2011,1.444,558152.72293811
Canada,2010,2.917,555003.760260925
Canada,2009,0.544,542829.458896225
Canada,2008,0.853,577444.930222255
Canada,2007,1.332,596041.321973836
Canada,2006,2.353,573479.269701141
Canada,2005,1.298,579225.335719904
Canada,2004,0.51,585414.860574334
Canada,2003,1.256,587306.678537712
Canada,2002,0.556,569862.145645112
Canada,2001,1.432,564617.020300164
Canada,2000,1.299,572290.385518472
Canada,1999,1.708,550183.063388038
Canada,1998,2.476,533794.453645326
Canada,1997,0.422,525120.011175522
Canada,1996,-0.122,510619.682210148
Canada,1995,0.94,497224.83692526
Canada,1994,0.472,482691.671271798
Canada,1993,0.351,467607.237235461
Canada,1992,0.111,468546.458912059
Canada,1991,0.34,454246.137946001
Canada,1990,0.086,463493.332387577
Cyprus,2014,1.074,6878.555308563
Cyprus,2013,1.211,6449.610812027
Cyprus,2012,0.94,7160.971875548
Cyprus,2011,0.71,7696.667805268
Cyprus,2010,1.991,8004.912020822
Cyprus,2009,1.015,8372.396591774
Cyprus,2008,1.05,8620.395581741
Cyprus,2007,0.835,8458.664261444
Cyprus,2006,0.638,8152.492308125
Cyprus,2005,0.348,7961.983988964
Cyprus,2004,0.625,7776.909404745
Cyprus,2003,0.579,7550.081927808
Cyprus,2002,0.808,7160.388457603
Cyprus,2001,1.129,6969.466175788
Cyprus,2000,0.613,7095.964384675
Cyprus,1999,1.074,6847.659115972
Cyprus,1998,0.935,6580.296149717
Cyprus,1997,-0.005,6287.031657389
Cyprus,1996,0.25,6156.132133961
Australia,1996,0.522,414.17063782292
Cyprus,1995,0.045,5848.043785196
Cyprus,1994,1.033,5977.257104602
Cyprus,1993,-0.441,5733.674102128
Cyprus,1992,-0.953,5482.974869661
Cyprus,1991,0.353,5107.082886881
Cyprus,1990,0.062,4621.007176785
Denmark,2014,2.68,37460.6564588265
Denmark,2013,0.401,41537.0358081307
Denmark,2012,1.147,39524.4020330104
Denmark,2011,0.697,43970.7892561051
Denmark,2010,-0.189,48993.4173755474
Denmark,2009,1.332,48592.2113851369
Denmark,2008,1.865,50935.6715289027
Denmark,2007,2.144,54429.0851744511
Denmark,2006,1.354,59162.4996316885
Denmark,2005,1.287,51307.2445174626
Denmark,2004,1.037,54916.9105639724
Denmark,2003,0.708,60493.9617162995
Denmark,2002,1.651,55339.6716999691
Denmark,2001,1.045,55845.147180549
Denmark,2000,1.721,54148.9049729906
Denmark,1999,1.335,58456.4158198368
Denmark,1998,0.872,61117.3416291516
Denmark,1997,0.654,65457.8348433241
Denmark,1996,-0.749,75110.840989738
Denmark,1995,1.308,61914.1610128897
Denmark,1994,0.968,64988.7809040025
Denmark,1993,0.226,61038.6712439614
Denmark,1992,1.451,58960.3115236108
Denmark,1991,0.616,64874.8138594637
Denmark,1990,1.835,54306.4333356516
European Union,2014,2.057,3463397.56376209
European Union,2013,0.901,3646389.52530377
European Union,2012,1.315,3728965.03097874
European Union,2011,1.143,3789763.64094378
European Union,2010,0.488,3933290.52224844
European Union,2009,1.326,3814305.25795781
European Union,2008,1.388,4149624.29618927
European Union,2007,1.683,4244213.12941646
European Union,2006,1.126,4297988.16195699
European Union,2005,1.03,4290586.66799942
European Union,2004,0.92,4314560.87112777
European Union,2003,1.061,4306103.94478558
European Union,2002,1.203,4208860.12268355
European Union,2001,1.315,4232036.86327499
European Union,2000,1.399,4165145.4407136
European Union,1999,1.074,4139002.99479822
European Union,1998,0.87,4207666.03163804
European Union,1997,0.719,4216524.73281421
European Union,1996,-0.092,4304793.28338046
European Union,1995,1.116,4204480.85553967
European Union,1994,1.104,4161321.31739286
European Union,1993,0.254,4177106.50927114
European Union,1992,0.79,4259922.81188982
European Union,1991,0.36,4403723.16147676
European Union,1990,1.36,4462205.14458363
Finland,2014,2.602,47597.7335272535
Finland,2013,1.427,51834.6967381541
Finland,2012,1.548,50983.2728750769
Finland,2011,1.355,56478.7455886964
Finland,2010,0.246,63828.0182275297
Finland,2009,1.699,55635.5827690138
Finland,2008,2.142,58461.6330236854
Finland,2007,1.955,66531.7208142561
Finland,2006,1.216,68201.9059970754
Finland,2005,2.212,56912.3148929823
Finland,2004,1.242,68821.8128908428
Finland,2003,0.729,72522.5901920366
Finland,2002,1.188,64946.4682059915
Finland,2001,1.381,62442.6400686017
Finland,2000,2.04,56973.3505273429
Finland,1999,1.169,58872.9308028447
Finland,1998,0.083,59351.4981462986
Finland,1997,0.8,62698.0867925088
Finland,1996,0.152,64038.9222021128
Finland,1995,1.716,58126.247543133
Finland,1994,0.158,61696.3853292446
Finland,1993,0.946,56333.26799423
Finland,1992,1.177,54264.3793101323
Finland,1991,1.15,55187.1794528947
Finland,1990,1.265,56950.8481820202
France,2014,2.027,341152.531504158
France,2013,0.695,369985.594525824
France,2012,1.2,370491.153703148
France,2011,1.514,368183.438441815
France,2010,0.379,394235.674136659
France,2009,1.199,383957.624293905
France,2008,0.982,401878.86465183
France,2007,1.403,408508.589897444
France,2006,1.31,417662.678913825
France,2005,1.025,428557.610248936
France,2004,0.978,423168.636085445
France,2003,1.807,422312.884466797
France,2002,1.055,413569.247853298
France,2001,1.394,417864.70558616
France,2000,1.174,417116.544673865
France,1999,1.19,420506.321957388
France,1998,0.924,429051.499923046
France,1997,1.211,407475.111806521
France,1996,0.157,414013.070054113
France,1995,1.294,401571.225451732
France,1994,1.518,394536.962436592
France,1993,0.295,394334.83380057
France,1992,0.621,414955.076785321
France,1991,0.224,425042.920702848
France,1990,1.563,400652.624020681
Germany,2014,2.516,792902.788025434
Germany,2013,0.58,835792.632256705
Germany,2012,1.347,817031.440197659
Germany,2011,1.119,812483.219621071
Germany,2010,0.192,832259.203309583
Germany,2009,1.278,788422.437923384
Germany,2008,1.539,853229.940752254
Germany,2007,2.086,850795.7207597
Germany,2006,1.253,877422.45689212
Germany,2005,1.022,865958.513395873
Germany,2004,0.997,886344.629703686
Germany,2003,1.253,900377.585440517
Germany,2002,1.486,899161.567421003
Germany,2001,1.289,915634.439635279
Germany,2000,1.761,899284.993390718
Germany,1999,1.366,895336.786172859
Germany,1998,1.152,922778.540047935
Germany,1997,0.559,930768.560542915
Germany,1996,-0.699,958368.724698229
Germany,1995,1.306,938148.0930919
Germany,1994,1.624,939207.328236553
Germany,1993,0.311,955977.599356065
Germany,1992,1.23,965790.835271489
Germany,1991,0.287,1014119.71977239
Germany,1990,1.571,1052238.2340002
Greece,2014,1.116,79628.2743994757
Greece,2013,1.394,82910.6259583055
Greece,2012,1.299,90710.5742463723
Greece,2011,0.445,94102.9439816174
Greece,2010,1.629,97035.0827603655
Greece,2009,0.82,103969.78429385
Greece,2008,0.934,110255.765521907
Greece,2007,1.146,114127.554270902
Greece,2006,0.34,111777.743714104
Greece,2005,0.308,113219.822395958
Greece,2004,0.414,109571.060909579
Greece,2003,0.47,109126.567554916
Greece,2002,0.523,105051.466199101
Greece,2001,1.395,105407.307598309
Australia,1995,0.347,1004.03211082861
Greece,2000,0.75,103019.664690088
Greece,1999,0.868,97979.7783523224
Greece,1998,0.693,98663.1941625214
Greece,1997,-0.129,93839.8699189575
Greece,1996,-0.094,89134.4253965711
Greece,1995,0.022,86980.6457725937
Greece,1994,1.12,86425.8565118787
Greece,1993,-0.275,84263.0078976228
Greece,1992,-0.487,84949.0258298748
Greece,1991,-0.157,83390.3546805713
Greece,1990,0.41,83403.7199982216
Hungary,2014,2.236,43573.4088387418
Hungary,2013,1.177,43930.8781767816
Hungary,2012,1.749,46774.9448452999
Hungary,2011,0.913,50272.8651021622
Hungary,2010,0.828,52108.8927624657
Hungary,2009,1.633,51630.6900244073
Hungary,2008,1.516,57325.1623293437
Hungary,2007,2.165,58419.0391671472
Hungary,2006,0.724,59751.7310814697
Hungary,2005,0.258,60329.5050120849
Hungary,2004,0.573,60231.6619844867
Hungary,2003,0.733,61766.839595491
Hungary,2002,1.443,58968.2277702584
Hungary,2001,1.413,59995.7344751382
Hungary,2000,1.756,58336.8070649933
Hungary,1999,0.621,61593.1410164197
Hungary,1998,1.104,61087.7637948753
Hungary,1997,-0.123,61549.9124641614
Hungary,1996,-0.319,62950.2532137021
Hungary,1995,0.648,61354.4620207158
Hungary,1994,1.76,61568.3745934751
Hungary,1993,0.086,63174.9783732307
Hungary,1992,0.924,62050.1263972833
Hungary,1991,-0.033,69392.7256389081
Hungary,1990,1.095,73115.1986276439
Iceland,2014,1.618,3272.20823296511
Iceland,2013,0.697,3301.79631376577
Iceland,2012,0.707,3290.57643132926
Iceland,2011,0.982,3298.56768958589
Iceland,2010,1.172,3383.55221868805
Iceland,2009,0.917,3521.8907096149
Iceland,2008,0.757,3567.20925966227
Iceland,2007,1.103,3236.89533653359
Iceland,2006,1.038,2939.27659673656
Iceland,2005,0.458,2797.31459197845
Iceland,2004,1.237,2837.02901057771
Iceland,2003,1.787,2792.72313185368
Iceland,2002,0.761,2795.90731167373
Australia,1994,0.166,1027.34354927313
Iceland,2001,0.556,2710.29472706565
Iceland,2000,0.183,2728.93748510151
Iceland,1999,0.386,2655.39472544564
Iceland,1998,0.129,2450.23426342854
Iceland,1997,0.319,2450.24391979067
Iceland,1996,0.473,2385.91382557077
Iceland,1995,-0.449,2299.61365454463
Iceland,1994,-0.213,2248.36895252634
Iceland,1993,0.107,2294.50464413142
Iceland,1992,0.115,2172.61936326312
Iceland,1991,0.659,2042.93697601045
Iceland,1990,0.055,2106.02606837613
Ireland,2014,1.363,36559.0685812916
Ireland,2013,0.628,37049.4238313976
Ireland,2012,0.706,38031.6187161936
Ireland,2011,0.547,37895.1954270366
Ireland,2010,-0.115,41558.2750861697
Ireland,2009,0.796,41996.3246778451
Ireland,2008,0.83,47175.5402654915
Ireland,2007,1.34,47493.1266838399
Ireland,2006,1.151,47405.9667288105
Ireland,2005,1.164,47952.2043880837
Ireland,2004,0.886,46042.4022484132
Ireland,2003,1.014,45554.322521515
Ireland,2002,0.822,45952.7301698154
Ireland,2001,0.54,47482.7207784323
Ireland,2000,0.561,45123.3354422644
Ireland,1999,1.066,42302.0878630807
Ireland,1998,0.922,40572.1758596239
Ireland,1997,0.961,38675.594023595
Ireland,1996,-0.021,37335.1081070614
Ireland,1995,1.184,35718.7485642434
Ireland,1994,0.268,34696.485727221
Ireland,1993,0.047,33574.9717415815
Ireland,1992,0.428,33344.1023763207
Ireland,1991,0.181,33508.44202382
Ireland,1990,0.803,32768.5267614461
Italy,2014,1.661,342826.677130676
Italy,2013,1.015,362063.649296268
Italy,2012,1.552,389340.763399181
Italy,2011,1.256,416499.534208263
Italy,2010,0.774,428879.681194381
Italy,2009,1.248,418881.076903293
Italy,2008,1.135,467933.59324447
Italy,2007,1.557,478237.711240526
Italy,2006,0.854,486594.066569872
Italy,2005,0.568,490914.262890322
Italy,2004,0.752,492746.255602992
Italy,2003,1.522,489595.50811926
Australia,1993,0.415,1829.872
Italy,2002,0.915,473504.059244666
Italy,2001,1.519,471124.276709558
Italy,2000,1.216,465175.073350703
Italy,1999,0.89,459840.64226897
Italy,1998,0.934,454967.633181096
Italy,1997,0.916,444055.433535223
Italy,1996,0.221,440235.507200098
Italy,1995,0.403,447201.168755567
Italy,1994,1.492,421404.099922133
Italy,1993,0.499,429158.009174904
Italy,1992,0.522,435535.835117712
Italy,1991,0.012,435938.613895185
Italy,1990,1.121,436204.249867101
Japan,2014,0.532,1265490.60931631
Japan,2013,0.598,1311509.14921749
Japan,2012,0.371,1296186.35836425
Japan,2011,0.582,1261862.93795353
Japan,2010,0.909,1212970.22514141
Japan,2009,0.792,1162606.19176432
Japan,2008,0.658,1235455.81022118
Japan,2007,0.99,1319799.19357988
Japan,2006,0.378,1285177.83728116
Japan,2005,0.726,1305938.82350271
Japan,2004,1.108,1298433.88847959
Japan,2003,0.31,1299490.60851261
Japan,2002,0.618,1294399.19841025
Japan,2001,0.405,1257384.56001844
Japan,2000,0.625,1274297.98807522
Japan,1999,0.943,1253082.14716425
Japan,1998,1.193,1218257.76164334
Japan,1997,0.446,1253057.30667741
Japan,1996,-0.133,1255264.19757618
Japan,1995,0.345,1242494.02197198
Japan,1994,0.964,1228936.69128837
Japan,1993,0.008,1167714.71812869
Japan,1992,0.327,1174619.00608734
Japan,1991,0.718,1164474.34578731
Japan,1990,1.125,1155993.61991868
Australia,1992,0.215,1333.184
Liechtenstein,2014,2.217,161.541816662752
Liechtenstein,2013,0.936,192.864415788715
Liechtenstein,2012,1.628,185.63243136026
Liechtenstein,2011,1.664,177.088040245414
Liechtenstein,2010,0.498,191.047501716787
Liechtenstein,2009,1.418,205.590543733379
Liechtenstein,2008,1.405,219.698915477856
Liechtenstein,2007,1.95,200.920107913985
Liechtenstein,2006,0.974,231.217305115884
Liechtenstein,2005,0.679,228.970323897819
Liechtenstein,2004,0.916,229.296321626453
Liechtenstein,2003,1.679,229.265875097937
Liechtenstein,2002,1.398,219.947204551546
Liechtenstein,2001,1.447,214.585310816839
Liechtenstein,2000,1.466,216.750456413769
Liechtenstein,1999,0.982,226.448838014394
Liechtenstein,1998,1.214,229.11710392684
Liechtenstein,1997,0.959,218.235372862382
Liechtenstein,1996,-0.011,205.809089624326
Liechtenstein,1995,0.914,204.05592043076
Liechtenstein,1994,1.935,200.961153022994
Liechtenstein,1993,0.65,214.867690812009
Liechtenstein,1992,1.106,206.776032802858
Liechtenstein,1991,0.203,206.146706845605
Liechtenstein,1990,1.324,198.775112043709
Malta,2014,1.571,2483.5367864507
Malta,2013,1.371,2476.07442909592
Malta,2012,1.478,2868.63812814327
Malta,2011,1.026,2785.89656845722
Malta,2010,1.344,2690.51803520544
Malta,2009,1.109,2684.52129301397
Australia,1991,0.778,1424.68352
Malta,2008,1.273,2822.40616690519
Malta,2007,1.355,2831.64226468627
Malta,2006,1.028,2776.31430670588
Malta,2005,0.663,2736.31293358517
Malta,2004,0.684,2604.74483182786
Malta,2003,1.382,2666.13432525932
Malta,2002,0.924,2464.21222943374
Malta,2001,1.653,2550.60406083421
Malta,2000,1.042,2414.28381121499
Malta,1999,1.253,2418.55556461069
Malta,1998,0.844,2338.06278770006
Malta,1997,1.015,2331.95473493565
Malta,1996,0.596,2329.18169821771
Malta,1995,0.415,2313.21608944717
Malta,1994,1.382,2302.77027658996
Malta,1993,0.575,2252.06276712832
Malta,1992,0.222,2174.6344662953
Malta,1991,0.097,2041.24609263112
Malta,1990,1.188,1860.47364818374
Monaco,2013,0.71,74.4309201897803
Monaco,2012,1.379,75.1655688427013
Monaco,2011,1.387,71.8818954508995
Monaco,2010,0.438,75.4682651256747
Monaco,2009,1.459,77.7719361035662
Monaco,2008,1.089,81.376901087813
Monaco,2007,1.642,82.7191922532151
Monaco,2006,1.188,82.1239180016564
Monaco,2005,0.834,88.7506912513649
Monaco,2004,0.908,90.2005037527358
Monaco,2003,1.695,95.2988549787458
Monaco,2002,0.951,98.1612757195457
Monaco,2001,1.406,98.5488680526432
Monaco,2000,1.133,98.3243559267737
Monaco,1999,0.941,100.659281930126
Monaco,1998,0.939,99.8168591352245
Monaco,1997,1.312,101.0844813444
Monaco,1996,0.226,102.31953844658
Monaco,1995,0.689,98.9904298934365
Monaco,1994,1.3,101.872636286934
Monaco,1993,0.461,100.881938455885
Monaco,1992,0.627,101.742603038854
Monaco,1991,0.085,96.1472045795796
Monaco,1990,1.261,95.3851833205759
Netherlands,2014,2.558,157789.581719585
Netherlands,2013,0.421,165475.88439356
Netherlands,2012,1.141,165665.023774753
Netherlands,2011,1.062,169792.136541403
Netherlands,2010,0.091,182529.786939532
Netherlands,2009,1.215,170796.156580042
Netherlands,2008,1.421,176174.418350642
Netherlands,2007,2.061,173178.420395882
Netherlands,2006,1.498,172772.892779103
Netherlands,2005,1.245,177540.473199828
Netherlands,2004,1.157,181546.25702136
Netherlands,2003,1.201,179867.888967448
Netherlands,2002,1.527,176462.400587543
Netherlands,2001,1.27,177037.401595998
Netherlands,2000,1.594,172059.812230581
Netherlands,1999,1.574,171228.109552445
Netherlands,1998,1.07,176617.168521043
Netherlands,1997,0.614,175487.970753103
Netherlands,1996,-0.776,182573.582902116
Netherlands,1995,1.544,173196.297429017
Netherlands,1994,1.367,175008.703110698
Netherlands,1993,0.25,171497.891064769
Netherlands,1992,1.183,170975.242888508
Netherlands,1991,0.263,171081.473914794
Netherlands,1990,1.563,162497.559622722
New Zealand,2014,0.535,35616.9853050414
New Zealand,2013,0.995,35094.2867396817
New Zealand,2012,0.121,35621.0260193518
New Zealand,2011,0.666,34366.5826844218
New Zealand,2010,0.595,35017.2413542609
New Zealand,2009,0.058,34806.4020881589
New Zealand,2008,0.564,37674.0517694367
New Zealand,2007,0.26,36651.3714858119
New Zealand,2006,0.395,37519.1047271712
New Zealand,2005,0.452,37645.434299041
New Zealand,2004,0.05,36063.663329171
New Zealand,2003,0.254,36497.1710064703
New Zealand,2002,0.442,34768.2781829264
New Zealand,2001,0.598,34581.7227646535
New Zealand,2000,0.294,32355.957023316
New Zealand,1999,1.037,31523.1860916854
New Zealand,1998,1.004,29927.5013796907
New Zealand,1997,-0.107,31363.4526194792
New Zealand,1996,0.268,29368.2649922759
New Zealand,1995,0.132,28143.4576273053
New Zealand,1994,-0.064,27879.0592141093
New Zealand,1993,-0.372,27697.2273476821
New Zealand,1992,-0.702,28099.6999900939
New Zealand,1991,0.0,26108.064501553
New Zealand,1990,0.606,25419.7716716116
Norway,2014,2.413,43869.4510924803
Norway,2013,0.797,44309.0559727695
Norway,2012,1.067,44553.9656597819
Norway,2011,1.421,44946.8693532922
Norway,2010,-0.328,45833.8920681508
Norway,2009,1.405,43212.0924688473
Norway,2008,1.633,44893.0941871551
Norway,2007,1.703,45842.8095311711
Norway,2006,1.519,43913.7448222241
Norway,2005,1.78,43548.2302876495
Norway,2004,1.315,44320.0048845842
Norway,2003,1.117,43906.7096554175
Norway,2002,1.398,42655.8748276072
Norway,2001,0.625,43530.3487635507
Norway,2000,1.44,42194.6191784625
Norway,1999,1.271,42691.7563679429
Norway,1998,0.393,41939.0379176034
Norway,1997,0.772,41683.1333687712
Norway,1996,-0.052,41586.7085615304
Norway,1995,0.949,38464.9066615123
Norway,1994,0.073,38434.7651928654
Norway,1993,0.702,36520.7838206741
Norway,1992,1.124,34833.2478178252
Norway,1991,0.98,34070.978364376
Norway,1990,1.524,35694.8243978959
Poland,2014,2.354,310307.297357959
Poland,2013,0.647,322440.486501595
Poland,2012,1.38,326597.790549729
Poland,2011,0.767,333713.650695256
Poland,2010,0.403,334026.154705205
Poland,2009,1.276,315937.965878291
Poland,2008,1.756,329338.171084879
Poland,2007,2.151,336268.110889212
Poland,2006,0.84,336500.578934838
Poland,2005,0.885,323372.578397668
Poland,2004,0.783,324279.449842642
Poland,2003,0.365,320230.170467384
Poland,2002,1.697,307535.642199397
Poland,2001,1.285,315274.093567475
Poland,2000,1.885,319120.405105406
Poland,1999,1.202,329380.898350257
Poland,1998,0.947,339145.82962033
Poland,1997,0.012,368415.853280443
Poland,1996,-0.785,377308.59613738
Poland,1995,1.112,363885.777573228
Poland,1994,1.373,362012.958757259
Poland,1993,0.071,366427.660913436
Poland,1992,1.149,365865.15951878
Poland,1991,0.414,375684.15694778
Poland,1990,1.712,378782.539166168
Portugal,2014,1.399,48353.6903302063
Portugal,2013,0.952,48495.550477338
Portugal,2012,0.798,50262.4224416189
Portugal,2011,1.609,52150.653443811
Portugal,2010,1.119,53583.8858598739
Portugal,2009,1.408,58004.1969738053
Portugal,2008,0.627,60550.0402031828
Portugal,2007,0.746,62791.1477666385
Portugal,2006,1.533,65465.41971559
Portugal,2005,0.972,70034.5294076015
Portugal,2004,1.004,67458.1591415789
Portugal,2003,1.444,64697.2992169906
Portugal,2002,0.665,69954.4945153443
Portugal,2001,1.151,66113.7557093707
Portugal,2000,0.649,66411.3299157974
Portugal,1999,0.62,67612.8118918815
Portugal,1998,1.22,59976.20991864
Portugal,1997,1.613,55454.2110573498
Portugal,1996,0.759,52348.4688110753
Portugal,1995,1.674,55134.3294664048
Portugal,1994,0.695,51303.2041493178
Portugal,1993,-0.188,50502.1225996005
Portugal,1992,0.443,51850.5656733148
Portugal,1991,0.456,47406.8424856753
Portugal,1990,1.408,45809.0714101803
Romania,2014,1.518,74046.4676268308
Romania,2013,1.333,74083.358238036
Romania,2012,1.785,84661.2305445011
Romania,2011,0.455,86163.6343263804
Romania,2010,1.122,80795.7740259277
Romania,2009,1.571,85288.2940231284
Romania,2008,1.298,101035.420806089
Romania,2007,2.088,104540.350942151
Romania,2006,0.499,106175.991142102
Romania,2005,0.279,102414.252372896
Romania,2004,0.538,104575.077756967
Romania,2003,0.127,105737.481034365
Romania,2002,1.202,100655.31311867
Romania,2001,1.52,100377.986962722
Romania,2000,1.328,95190.9034483113
Romania,1999,0.612,90443.3507659838
Romania,1998,0.786,106813.977529299
Romania,1997,-0.423,123515.853269646
Romania,1996,-0.424,131939.69450211
Romania,1995,0.407,128587.003639727
Romania,1994,1.724,122610.776956391
Romania,1993,-0.42,124819.100092444
Romania,1992,0.361,132732.908743069
Romania,1991,0.034,143586.607530198
Romania,1990,1.099,174731.886787722
Spain,2014,1.558,253466.917957776
Spain,2013,0.863,252259.690488153
Spain,2012,0.996,279830.308257069
Spain,2011,1.559,283918.679194864
Spain,2010,0.86,283581.400657324
Spain,2009,1.316,296617.991048484
Spain,2008,0.828,335994.803720112
Spain,2007,0.794,367292.283251434
Spain,2006,1.485,360063.336319558
Spain,2005,0.857,368745.068407983
Spain,2004,0.961,353472.612328343
Spain,2003,1.562,336672.422515549
Spain,2002,0.778,332200.842752654
Spain,2001,1.381,312395.403164009
Spain,2000,0.785,311599.723883928
Spain,1999,0.792,298531.027913034
Spain,1998,1.163,274911.096949235
Spain,1997,1.505,266391.92680196
Spain,1996,0.693,253708.870128625
Spain,1995,1.418,265725.3506663
Spain,1994,1.023,252389.348341529
Spain,1993,-0.073,239938.287255991
Spain,1992,0.289,248407.160135641
Spain,1991,0.205,239725.183689106
Spain,1990,1.442,230154.963134126
Sweden,2014,2.704,43404.9031709849
Sweden,2013,0.86,44899.1519357186
Sweden,2012,1.318,46559.6400230299
Sweden,2011,1.277,49133.5869433916
Sweden,2010,-0.281,53057.7346342268
Sweden,2009,1.435,47267.4466673127
Sweden,2008,1.962,50831.5768143801
Sweden,2007,1.935,52911.7267272877
Sweden,2006,1.491,53697.6559330674
Sweden,2005,1.827,53859.2057258473
Sweden,2004,1.202,56428.8031427144
Sweden,2003,0.92,57203.5990740056
Sweden,2002,1.57,56631.8961687906
Sweden,2001,1.074,55686.7457499206
Sweden,2000,1.726,54730.4244140378
Sweden,1999,1.367,55861.2192155216
Sweden,1998,0.567,58733.4063631372
Sweden,1997,0.989,58154.5297192918
Sweden,1996,-0.157,63238.7859377907
Sweden,1995,1.265,59318.672714076
Sweden,1994,0.197,59876.998756461
Sweden,1993,0.81,57425.9514469075
Sweden,1992,1.375,57482.0646582609
Sweden,1991,1.026,57755.634675433
Sweden,1990,1.695,57546.5432515479
Switzerland,2014,2.15,39265.0525915552
Switzerland,2013,0.782,43181.6594395143
Switzerland,2012,1.513,42241.5536052143
Switzerland,2011,1.667,40973.1491672158
Switzerland,2010,0.461,45027.0644798623
Switzerland,2009,1.377,43509.0865581053
Switzerland,2008,1.206,44676.9439665557
Switzerland,2007,1.816,43360.3856976932
Switzerland,2006,1.1,45351.1719954308
Switzerland,2005,0.814,45778.0894571267
Switzerland,2004,0.98,45149.667089312
Switzerland,2003,1.85,44587.9802671018
Switzerland,2002,1.264,43373.9855504706
Switzerland,2001,1.45,45002.2787742299
Switzerland,2000,1.421,43545.9597055165
Switzerland,1999,0.98,44354.5431186679
Switzerland,1998,1.106,44522.3714213249
Australia,1990,0.495,1424.68352
Switzerland,1997,1.06,42971.6244552183
Switzerland,1996,0.023,44088.3349466694
Switzerland,1995,0.99,43368.4571561622
Switzerland,1994,1.845,42613.303737038
Switzerland,1993,0.553,43556.2764199287
Switzerland,1992,0.963,45974.7025405505
Switzerland,1991,0.324,46144.809538993
Switzerland,1990,1.418,44115.5340859731
Turkey,2014,1.3,382213.401686307
Turkey,2013,1.345,354961.042273042
Turkey,2012,0.966,363126.007248006
Turkey,2011,0.391,338094.408177677
Turkey,2010,2.365,320356.658972933
Turkey,2009,0.673,310580.701035275
Turkey,2008,0.837,323536.545145816
Turkey,2007,0.964,333166.418749646
Turkey,2006,0.882,302195.954579745
Turkey,2005,0.433,279130.740814477
Turkey,2004,0.585,253172.078433031
Turkey,2003,0.291,240902.462872633
Turkey,2002,0.786,226365.412047989
Turkey,2001,1.508,217469.503285608
Turkey,2000,0.513,232549.18950468
Turkey,1999,1.228,206388.619824108
Turkey,1998,1.001,208365.343988278
